text,textblob_polarity,textblob_subjectivity,textblob_sentiment,transformer_sentiment,transformer_confidence,transformer_positive,transformer_negative,transformer_neutral,consensus_sentiment,sentiment_intensity
Finally back to good adverts.,0.35,0.30000000000000004,positive,positive,0.9345020651817322,0.9345020651817322,0.005106764379888773,0.06039119511842728,positive,0.6422510325908661
Man this advert got me 😢. Well done John lewis. Smashed it this year,0.0,0.0,neutral,positive,0.9712185859680176,0.9712185859680176,0.008953037671744823,0.01982843689620495,positive,0.4856092929840088
Very perceptive ad. Well done John Lewis. Refreshing to see a break from the misandry which is so prevalent in today's society.,0.35,0.65,positive,positive,0.8403871655464172,0.8403871655464172,0.0479256771504879,0.11168716847896576,positive,0.5951935827732087
"This is beautiful, wholesome, wonderful. Just what the world needs more of today. Definitely no ‘woke’ here!",0.5875,0.75,positive,positive,0.9762542247772217,0.9762542247772217,0.008424730971455574,0.015321044251322746,positive,0.7818771123886108
"The advertising agency that produced this is swimming against the tide, that is for sure, but that is a masterclass in how it is done. Yes, an English family where father and son are centre stage is definitely a welcome change. The musical choice instantly invokes nostalgia for the generation X’ers out there. The tone was perfect and the use of memory of the son from baby to toddler to teenager is powerful stuff. I shop at John Lewis and will continue to do so. It is just referring to see fathers, sons and men shown in a positive light for a change.",0.3585858585858585,0.6334455667789001,positive,positive,0.9011765122413635,0.9011765122413635,0.016758335754275322,0.08206513524055481,positive,0.629881185413611
Wooow !! By far the finest Xmas add in years !!!!.I'm 45 years old and that add sooooooo speaks to me Huge Thanks John Lewis very emotional and even I teared up 😢😢 just beautiful. It also shows that we were the very last Generation as whole that had no smart phones no social media..We just enjoyed life went out and enjoyed the music at Clubs and Gigs Culture & Fashion It was an escape and we parted the 80's and 90's absolutely Rocked !!!!.,0.25835479624542124,0.5877838827838829,positive,positive,0.9800999760627747,0.9800999760627747,0.005070778541266918,0.014829222112894058,positive,0.619227386154098
Love love love that!,0.5416666666666666,0.6,positive,positive,0.9784543514251709,0.9784543514251709,0.006294384598731995,0.015251250937581062,positive,0.7600605090459187
"My son's dad should be watching this ad again and again and trying to connect with his son rather than expect and demand that his son connect to what he became, a pure copy of his own father. History repeating itself, just so sad to watch.",0.10476190476190476,0.8333333333333334,positive,negative,0.8409501314163208,0.011925667524337769,0.8409501314163208,0.14712418615818024,negative,0.47285601808911276
Same song just someone’s rebooted it for the ad into a more nostalgic version. He’s called ‘Labrinth’,0.0,0.5416666666666666,neutral,neutral,0.8134050369262695,0.12576086819171906,0.060834091156721115,0.8134050369262695,neutral,0.40670251846313477
"Alison Limerick ‘Where Love Lives’, in a new reimagined version by Labrinth ☺️ - Nicola",0.3181818181818182,0.5272727272727272,positive,positive,0.7745824456214905,0.7745824456214905,0.002376037184149027,0.22304148972034454,positive,0.5463821319016543
I agree but can it be a UK family,0.0,0.0,neutral,neutral,0.8087124228477478,0.1454048603773117,0.04588266834616661,0.8087124228477478,neutral,0.4043562114238739
"That’s so lovely to hear, we’re delighted it resonated with you ❤️🎄 - Filipa",0.6,0.725,positive,positive,0.9874710440635681,0.9874710440635681,0.0038353896234184504,0.008693545125424862,positive,0.7937355220317841
We love that you love it ❤️🎄 - Filipa,0.5,0.6,positive,positive,0.9860849380493164,0.9860849380493164,0.003147367388010025,0.01076766662299633,positive,0.7430424690246582
"Wow, they get it…..shame I got dust in my eyes.😢",0.1,1.0,neutral,negative,0.7676078081130981,0.0682012140750885,0.7676078081130981,0.16419093310832977,neutral,0.43380390405654906
"The lesson is clear: Dads, don't take magic mushrooms on Christmas day",0.3,0.6916666666666667,positive,neutral,0.5339480042457581,0.11468401551246643,0.3513680100440979,0.5339480042457581,positive,0.41697400212287905
I came because GAYDIO Manchester spilled the tea on this,0.0,0.0,neutral,positive,0.5518767237663269,0.5518767237663269,0.02992228977382183,0.4182010293006897,neutral,0.27593836188316345
This is so good.,0.7,0.6000000000000001,positive,positive,0.9849424362182617,0.9849424362182617,0.004715028218924999,0.010342494584619999,positive,0.8424712181091308
John Lewis still a British Iconic brand and one of the only brands still in sync with the pulse of British people. A quality advert well done ❤️🙏🏻☦️,0.125,0.375,positive,positive,0.9621933102607727,0.9621933102607727,0.00540522625669837,0.03240148350596428,positive,0.5435966551303864
"It's Aftersun, you've remade the ending of Aftersun.",0.0,0.0,neutral,neutral,0.828787088394165,0.08095665276050568,0.09025625139474869,0.828787088394165,neutral,0.4143935441970825
"The more I watch this, the more I love it. I THINK it’s edged into my top three John Lewis Christmas ads. Incredibly heartfelt 💫",0.4,0.62,positive,positive,0.9851987957954407,0.9851987957954407,0.004680268932133913,0.010121000930666924,positive,0.6925993978977203
I think this is the best Christmas advert I have seen for years.,1.0,0.3,positive,positive,0.9846943020820618,0.9846943020820618,0.004568695090711117,0.010736992582678795,positive,0.9923471510410309
A normal family too. Bravo John Lewis.,0.15,0.6499999999999999,positive,positive,0.9671371579170227,0.9671371579170227,0.003968467935919762,0.028894411399960518,positive,0.5585685789585113
"As amazing as ever. There's so much to unpick, which makes this so thought provoking, and I'm sure everyone will take their own message from it. I see how important that father son relationship is, and even when going through a tough spell in life, communicating is so useful, even if it is through music. Be a friend, do something nice for a friend. It may change their life.",0.35138888888888886,0.7277777777777777,positive,positive,0.9746060967445374,0.9746060967445374,0.004922679625451565,0.0204712375998497,positive,0.662997492816713
Had me in bits ❤❤,0.0,0.0,neutral,positive,0.978814423084259,0.978814423084259,0.005811491049826145,0.01537409145385027,positive,0.4894072115421295
"So much respect to you JL, this brought me and my wife to tears - brilliant advert on so many levels👊🏼",0.5333333333333333,0.5666666666666667,positive,positive,0.9836762547492981,0.9836762547492981,0.0061487178318202496,0.010175044648349285,positive,0.7585047940413157
Love it. This is how Ads should be done. Now this makes me feel all christmassy and take to the shops instead of Amazon,0.5,0.6,positive,positive,0.9522376656532288,0.9522376656532288,0.011001048609614372,0.036761268973350525,positive,0.7261188328266144
This has floored me!! As a dad of two boys that are 5 and 3. What a stunning advert. Thank you ❤,0.5,1.0,positive,positive,0.984683096408844,0.984683096408844,0.004081419203430414,0.011235474608838558,positive,0.742341548204422
Any 90's Young uns here should feel blessed we was there 😊😊😊 I know I do says this old 62 yr old 😅😅😅,0.10000000000000002,0.26666666666666666,positive,positive,0.9447113871574402,0.9447113871574402,0.00805206224322319,0.04723658040165901,positive,0.5223556935787201
"It's simple and had me tearing up a bit not unlike some of their earlier ad campaigns, they didn't rely heavily on CGI like some more recent ones which I liked, my issue is other than the tree there wasn't anything Christmassy about it. 6/10",0.1107142857142857,0.46887755102040823,positive,positive,0.6953091025352478,0.6953091025352478,0.08920775353908539,0.21548320353031158,positive,0.40301169412476673
Perfectly executed ❤ big well done to John Lewis for this masterpiece ♥️,0.5,0.55,positive,positive,0.982660710811615,0.982660710811615,0.00520950835198164,0.012129761278629303,positive,0.7413303554058075
Thank you John Lewis brilliant advert no woke nonsense just normal everyday British life....well done 🎉🎉🎉 your sales will fly,0.33,0.63,positive,positive,0.9742410182952881,0.9742410182952881,0.0057105072773993015,0.020048433914780617,positive,0.6521205091476441
"Oh that hit so hard, I’ve got an adorable son not much younger than this boy.",0.06944444444444443,0.5138888888888888,neutral,positive,0.7464116215705872,0.7464116215705872,0.13550704717636108,0.11808133125305176,neutral,0.4079280330075158
"Thank you so much, we’re so glad you liked it 🎄❤️ - Filipa",0.55,0.9,positive,positive,0.9878992438316345,0.9878992438316345,0.0031867672223597765,0.008913999423384666,positive,0.7689496219158173
We are delighted to hear you like it 😊 - Izzie,0.7,0.7,positive,positive,0.9872532486915588,0.9872532486915588,0.002773340092971921,0.009973363019526005,positive,0.8436266243457794
We are delighted to hear you like it 😊 - Izzie,0.7,0.7,positive,positive,0.9872532486915588,0.9872532486915588,0.002773340092971921,0.009973363019526005,positive,0.8436266243457794
We are delighted to hear you like it 😊 - Izzie,0.7,0.7,positive,positive,0.9872532486915588,0.9872532486915588,0.002773340092971921,0.009973363019526005,positive,0.8436266243457794
We are delighted to hear you like it 😊 - Izzie,0.7,0.7,positive,positive,0.9872532486915588,0.9872532486915588,0.002773340092971921,0.009973363019526005,positive,0.8436266243457794
Define normal,0.15,0.6499999999999999,positive,neutral,0.7402051091194153,0.15898624062538147,0.10080868005752563,0.7402051091194153,positive,0.44510255455970765
​ What's on the advert.,0.0,0.0,neutral,neutral,0.9360012412071228,0.04786738380789757,0.016131307929754257,0.9360012412071228,neutral,0.4680006206035614
"Hi, thanks! Glad you're feeling the love for the ad ❤️ ^Alan",0.4166666666666667,0.6,positive,positive,0.9853513240814209,0.9853513240814209,0.002421092242002487,0.012227660976350307,positive,0.7010089953740438
"So lovely to hear it resonated with you, wishing you and your son a wonderful Christmas 🎄❤️ - Filipa",0.75,0.875,positive,positive,0.9885602593421936,0.9885602593421936,0.003126184456050396,0.008313546888530254,positive,0.8692801296710968
"Thank you. I loved this. My little boy is becoming a teenager, and ive struggled with missing my little mate who wanted to be with me by my side 24/7. Hes becoming a man, and wants to do his own thing now, and i know this is the way of life, I just miss bedtime stories and cuddles.",0.22812499999999997,0.58125,positive,positive,0.772321879863739,0.772321879863739,0.05964498594403267,0.1680331826210022,positive,0.5002234399318695
Brought tears to my eyes. Simply beautiful! ❤ thank you John Lewis. Love conquers all! God bless you,0.8125,0.8,positive,positive,0.9832066297531128,0.9832066297531128,0.005747813731431961,0.01104555744677782,positive,0.8978533148765564
Proper social values look like this!,0.020833333333333332,0.08333333333333334,neutral,neutral,0.4947683811187744,0.09204035997390747,0.4131912887096405,0.4947683811187744,neutral,0.2578008572260539
"As a DJ and Father this absolutely tugged at my heart, from battling drug addiction early in my life to recovering my life and raising my son after his mother passed, this commercial absolutely had me balling. Excellent 👌",0.3,0.62,positive,positive,0.9207885265350342,0.9207885265350342,0.020705966278910637,0.058505479246377945,positive,0.6103942632675171
Thank you John Lewis representing British culture this year. Makes me proud to be British 🙏🫶,0.26666666666666666,0.3333333333333333,positive,positive,0.9819959402084351,0.9819959402084351,0.003110876539722085,0.014893184415996075,positive,0.6243313034375508
All. The. Feels. 🥺,0.0,0.0,neutral,neutral,0.40191876888275146,0.3457278311252594,0.25235339999198914,0.40191876888275146,neutral,0.20095938444137573
"Your crying I'm not crying! 😢😅 Beautiful ad my little ones are still young both under 11, but those baby and toddler years are priceless.",0.28125,0.6833333333333332,positive,positive,0.9410379528999329,0.9410379528999329,0.01757878251373768,0.04138330742716789,positive,0.6111439764499664
"Meanwhile they swap their logo for a rainbow flag. I don't think those theys have kids, and these that do don't go there anymore.",0.0,0.0,neutral,negative,0.7429724335670471,0.017434706911444664,0.7429724335670471,0.23959289491176605,neutral,0.37148621678352356
Finally an ad we can react to ❤,0.0,1.0,neutral,positive,0.9180076718330383,0.9180076718330383,0.006665450055152178,0.07532685250043869,positive,0.45900383591651917
Just sent my 14yr old son the link and the words love you 😊 He knew 😂,0.3,0.4,positive,positive,0.9411196708679199,0.9411196708679199,0.0052457754500210285,0.05363452062010765,positive,0.62055983543396
"My Dad has just passed away, his funeral was yesterday. I only genuinely got to know him these last few years through our joint love of music. Seeing this advert means so much ❤️",0.15,0.41111111111111115,positive,positive,0.854865312576294,0.854865312576294,0.041936151683330536,0.10319850593805313,positive,0.5024326562881469
A masterpiece 🎉,0.0,0.0,neutral,positive,0.9713728427886963,0.9713728427886963,0.005878619384020567,0.02274853177368641,positive,0.48568642139434814
"I saw it the other way, the Dad has become withdrawn due to pressures of life, parenting, midlife crisis etc. The record took him back to his youth and he came out of the mist of depression and reconnected with his son, as the lyrics say ‘take my hand come out of the blues’",-0.08333333333333333,0.25,neutral,neutral,0.7727159857749939,0.12905418872833252,0.0982297882437706,0.7727159857749939,neutral,0.42802465955416363
"Not very Christmassy is it? Doesn't exactly get you in the festive spirit, what happened to Christmas just being a fun happy time that we can enjoy,why always a message 💩",0.3125,0.4375,positive,negative,0.826802134513855,0.03385438024997711,0.826802134513855,0.1393435150384903,negative,0.5696510672569275
all we have to do now is force the government to bring back 1980-1990s demographics and our nation will be saved,0.0,0.0,neutral,neutral,0.5514119267463684,0.3268958628177643,0.12169219553470612,0.5514119267463684,neutral,0.2757059633731842
This is a fantastic advert!! Well done John Lewis! I was so touched by the emotional depth of the advert. The Dad loved his gift but he realised the greatest gift he had was his son 🥹💕,0.6203125,0.8375,positive,positive,0.9881659746170044,0.9881659746170044,0.004014865029603243,0.00781917478889227,positive,0.8042392373085022
Finally! An advert that isnt just trying to tick boxes.,0.0,1.0,neutral,positive,0.4377603828907013,0.4377603828907013,0.131234273314476,0.4310053586959839,neutral,0.21888019144535065
Incredibly beautiful. Thank you John Lewis ❤,0.85,1.0,positive,positive,0.9828574657440186,0.9828574657440186,0.005097698885947466,0.012044820934534073,positive,0.9164287328720093
WHO’S CHOPPING ONIONS??😂😢😊,0.0,0.0,neutral,neutral,0.46543431282043457,0.08630528301000595,0.44826045632362366,0.46543431282043457,neutral,0.23271715641021729
Quintessential British Family. BRAVO. ❤🎉 Merry Christmas.,0.0,0.0,neutral,positive,0.9835050702095032,0.9835050702095032,0.003421203466132283,0.013073740527033806,positive,0.4917525351047516
That feeling is something so many parents will relate to. Wishing you and your son a really special Christmas ❤️🎄 - Filipa,0.4285714285714286,0.5357142857142857,positive,positive,0.9819443225860596,0.9819443225860596,0.003546368330717087,0.014509274624288082,positive,0.7052578755787441
Lost my Dad a year ago. It’s gets easier. Keep going.,0.0,0.0,neutral,neutral,0.4186614751815796,0.41810816526412964,0.16323043406009674,0.4186614751815796,neutral,0.2093307375907898
"Hopefully you actually know why Christmas is called Christmas? Or have you forgotten? The clue is in the first 6 letters... It actually means ""the one who has been anointed"" There is a message right there, and a big one. Most of all at Christmas we thank God for the word being made flesh through the Holy Spirit - a novel idea first potentially available from the time of first creation (when All Three were already present then)... You use three words ""fun"", ""happy"" and ""joy"" FUN originally meant to cheat or hoax or make a fool of somebody, so a worthless and deceiving/distracting word, as we I think know in our hearts HAPPY means to have a chance, to have some luck - so better, but nothing blessed or divine, just the way the cookie crumbles sometimes. JOY relates to being glad and rejoicing, but ""enjoy"" suggests more of it - but the birth of Jesus is as much joy as we will ever need, and joy is a divine gift founded in love and truth that can be experienced even in the face of sadness and difficulty, because Father, Son and Holy Spirit offer us resilience against bad worldly things. The word you missed - a great word - is ""merry"". Not by chance do we say ""Merry Christmas"" and ""make merry"". When the Prodigal Son returned, the Father ordered all to make merry... With merry we make an effort to find joy, even if the circumstances do not encourage that - while that might involve more or less alcohol (""he became slightly merry""), it mainly involves spirit, effort, FORGIVENESS, togetherness - as in the film above. The greatest gift of the Holy Trinity is mercy and forgiveness, and if we can ""GET OVER IT"" then we are doing God's work here on Earth, here in the awful 1 John 5:19 world. Try this: (I am far from being a Mormon, but, through the Holy Spirit, I look for joy and beauty wherever it is to be found) - this shows the spirit of Christmas better than I ever can.",0.2998511904761906,0.4767261904761904,positive,positive,0.48862555623054504,0.48862555623054504,0.04520033299922943,0.46617406606674194,positive,0.3942383733533678
I bet a lot of people will be dancing to this at Christmas though 🤷🏾,0.0,0.0,neutral,neutral,0.5645714402198792,0.36420950293540955,0.07121898978948593,0.5645714402198792,neutral,0.2822857201099396
"And (related), the greatest gift of all is the Son of God sent by the Father...",0.5,0.7,positive,positive,0.9300841093063354,0.9300841093063354,0.003397205378860235,0.06651873886585236,positive,0.7150420546531677
And the woke will hate that and be jealous because it’s not a dysfunctional family like the ones they come from 🤷🏾‍♂️😂,-0.8,0.9,negative,negative,0.7625805139541626,0.02327140048146248,0.7625805139541626,0.21414814889431,negative,0.7812902569770813
Best xmas ad,1.0,0.3,positive,positive,0.9557826519012451,0.9557826519012451,0.007292279973626137,0.036925058811903,positive,0.9778913259506226
But what has it got to do with Christmas ??? Where are the penguins or reindeers or bears!!!,0.0,0.0,neutral,negative,0.6580320596694946,0.024404654279351234,0.6580320596694946,0.31756332516670227,neutral,0.3290160298347473
"Best ad in a long time! No woke nonsense either, just pure feelings ❤❤❤",0.3839285714285714,0.39999999999999997,positive,positive,0.9741801619529724,0.9741801619529724,0.007701417896896601,0.01811840571463108,positive,0.6790543666907719
This is such a blatant and poor quality rip-off of Aftersun I cannot believe they’ve been allowed to get away with this. I hope Charlotte Wells sues John Lewis for this,-0.325,0.525,negative,negative,0.951911985874176,0.004675442352890968,0.951911985874176,0.043412622064352036,negative,0.638455992937088
"Finally. No woke garbage. No DEI for the sake of it. No warped agenda. Just a beautiful, heartwarming advert about a father and his son. 👏🏻🙏🏻💙🩵🎄✨",0.425,1.0,positive,positive,0.8315513134002686,0.8315513134002686,0.05073743686079979,0.11771132051944733,positive,0.6282756567001343
Thank you John Lewis! Finally!! An advert that actually works - please let this lead the way for other companies. ❤️❤️❤️🇬🇧✝️🎄,-0.041666666666666664,0.4916666666666667,neutral,positive,0.9826379418373108,0.9826379418373108,0.0038463682867586613,0.013515756465494633,positive,0.5121523042519888
As a father myself this advert touched me! Amazing stuff! Well done John Lewis,0.7500000000000001,0.9,positive,positive,0.9837232828140259,0.9837232828140259,0.0037374685052782297,0.01253922376781702,positive,0.8668616414070129
What a load of rubbish,0.0,0.0,neutral,negative,0.8729385137557983,0.02122248150408268,0.8729385137557983,0.10583905130624771,negative,0.43646925687789917
"Honestly, not awful, but not as good as past adverts.",0.31666666666666665,0.6166666666666667,positive,negative,0.6851499080657959,0.0493510439991951,0.6851499080657959,0.2654989957809448,positive,0.5009082873662313
Wow what a christmas advert. I'm a stepdad to my son and this made me tear up. John Lewis has done it again.,0.1,1.0,neutral,positive,0.962171196937561,0.962171196937561,0.010271790437400341,0.027557039633393288,positive,0.5310855984687806
Women gonna hate this,-0.8,0.9,negative,negative,0.886512815952301,0.010922547429800034,0.886512815952301,0.10256470739841461,negative,0.8432564079761505
Just perfect ❤❤❤,1.0,1.0,positive,positive,0.9717646837234497,0.9717646837234497,0.009753438644111156,0.018481912091374397,positive,0.9858823418617249
John Lewis had lost their way with their Xmas ads over the past few years. This is them back at their best. Fantastic advert,0.19,0.30999999999999994,positive,positive,0.7077040076255798,0.7077040076255798,0.105539970099926,0.18675602972507477,positive,0.4488520038127899
thank you john lewis on behalf of every dad in the uk this christmas.,0.0,0.0,neutral,positive,0.9713975191116333,0.9713975191116333,0.0035898475907742977,0.025012711063027382,positive,0.48569875955581665
Is Woke dead? A touching advert with no DEI agenda??? Are the big companies finally learning? Might make me proud to shop at John Lewis again.,0.22000000000000003,0.6,positive,neutral,0.45539218187332153,0.30771031975746155,0.2368975728750229,0.45539218187332153,positive,0.33769609093666075
Great tune great years.....nailed it,0.8,0.75,positive,positive,0.9751562476158142,0.9751562476158142,0.003966850228607655,0.02087688073515892,positive,0.8875781238079071
Nice to see people like me reflected in this ad. Good job John Lewis 👏,0.6499999999999999,0.8,positive,positive,0.9751129150390625,0.9751129150390625,0.004274105653166771,0.020612962543964386,positive,0.8125564575195312
OMG. This is demolishing. I watched it several times and cried all over again each time.,0.0,0.0,neutral,negative,0.8358915448188782,0.044115714728832245,0.8358915448188782,0.11999280005693436,negative,0.4179457724094391
Nice to find someone making a slightly ironic joke...,0.4,0.95,positive,positive,0.9128313660621643,0.9128313660621643,0.011461245827376842,0.07570742070674896,positive,0.6564156830310821
If it bothers you that much maybe you should look up the true meaning of Christmas and it’s not animals from cold climates!!! 🤦🏾😂,-0.15,0.6166666666666667,negative,negative,0.8701698780059814,0.012316870503127575,0.8701698780059814,0.1175132468342781,negative,0.5100849390029907
And also (indirectly) about a Father and His Son. Love based in forgiveness and mercy and truth...,0.5,0.6,positive,neutral,0.5123236775398254,0.46600794792175293,0.02166838012635708,0.5123236775398254,positive,0.5061618387699127
"Adverts are designed to sell you a product/service, I think you may be overthinking it. The colour of someone’s skin doesn’t influence me to buy the product, but I guess it does with racists 🤷‍♂️",0.0,0.0,neutral,negative,0.5234448909759521,0.023602323606610298,0.5234448909759521,0.4529527723789215,neutral,0.2617224454879761
Only if they are very shallow and empty,-0.17777777777777778,0.7166666666666667,negative,negative,0.8649373650550842,0.009864295832812786,0.8649373650550842,0.1251983940601349,negative,0.521357571416431
I couldn't agree more 🙌 💜 🎄 ^David,0.5,0.5,positive,positive,0.9881552457809448,0.9881552457809448,0.002865486778318882,0.008979280479252338,positive,0.7440776228904724
This family definitely vote for the Liberal Democrats.,0.0,0.5,neutral,negative,0.628208577632904,0.03499896824359894,0.628208577632904,0.3367924392223358,neutral,0.314104288816452
"Dear gen z. Your father isnt the bumbling idiot the media likes to make out he is. He was young once but eventually had to become responsible when he had you but doesn’t regret ä moment of it. Doesn’t make him any less cool now and if you just take time to talk once in a while you’ll realise, but the present will mean so much to him 👍🏾🤷🏾",-0.05364583333333333,0.41927083333333337,neutral,positive,0.46474796533584595,0.46474796533584595,0.13528187572956085,0.39997008442878723,neutral,0.2591968993345896
About as Christmasy as a mass grave 🤡🥱🙄,0.0,0.0,neutral,negative,0.9312756657600403,0.00828674528747797,0.9312756657600403,0.060437656939029694,negative,0.46563783288002014
Such a good one for a change. No woke garbage.,0.35,0.55,positive,positive,0.7396080493927002,0.7396080493927002,0.11920774728059769,0.1411842256784439,positive,0.5448040246963501
Bravo John Lewis.,0.0,0.0,neutral,positive,0.7855315208435059,0.7855315208435059,0.009893594309687614,0.20457488298416138,neutral,0.39276576042175293
"The second part to the song with just a piano, is that one on YT anywhere?",0.0,0.0,neutral,neutral,0.9246112704277039,0.061602018773555756,0.013786662369966507,0.9246112704277039,neutral,0.46230563521385193
First John Lewis xmas ad I've ever liked. Simple yet effective. Perfect,0.49000000000000005,0.6580952380952381,positive,positive,0.9614861607551575,0.9614861607551575,0.007143243215978146,0.03137063607573509,positive,0.7257430803775787
How anyone is seeing and thinking it's good it's insane.. it's literally highlighting how men don't grow up and want to remain kids with no responsibility and an easy life..and it encourages not talking about problems or showing gratitude in words but using gifts instead .. like how men say sorry with flowers instead of just saying sorry which is half the problem you're all so miserable..not a cute Christmas advert.,-0.07619047619047621,0.8,neutral,negative,0.8649789094924927,0.01471592579036951,0.8649789094924927,0.1203051283955574,negative,0.47058469284148446
No words was needed to bring them closer. Powerful,0.3,1.0,positive,positive,0.8846884369850159,0.8846884369850159,0.020795384421944618,0.09451614320278168,positive,0.592344218492508
"This needs a ""Tissue Warning"". 90s club classics are phenomenal and JL chose the biggest floor filler of a generation. 👌💯",0.5,0.5,positive,positive,0.8772401213645935,0.8772401213645935,0.024784360080957413,0.09797545522451401,positive,0.6886200606822968
"I have a wonderful Father in so many ways, but I’d trade everything else he’s done for me for him to choose to hug me just once in my life.",0.75,0.75,positive,positive,0.9479233622550964,0.9479233622550964,0.016853608191013336,0.03522302210330963,positive,0.8489616811275482
This is awful,-1.0,1.0,negative,negative,0.8533594012260437,0.027167513966560364,0.8533594012260437,0.11947312206029892,negative,0.9266797006130219
"I don't get this advert. It could have been a birthday, Fathers day etc. The only thing that says Xmas is the wrapping paper.",0.0,1.0,neutral,negative,0.7307395339012146,0.01940847933292389,0.7307395339012146,0.24985192716121674,neutral,0.3653697669506073
"This is a fantastic ad, I’m a Gen X guy that raved and clubbed my way through the 90’s, I have a teenage daughter and this just spoke to me so much! Thank you for thinking of us dads JL 👏",0.21666666666666667,0.3666666666666667,positive,positive,0.9578200578689575,0.9578200578689575,0.00809946097433567,0.03408051282167435,positive,0.5872433622678122
"Después de tantos años de graduado y de tener una ampla experiencia en esta profesión, me permito analizar algunos mensajes comerciales e institucionales, y siempre llego a la misma conclusión: la buena actuación es fundamental para lograr cautivar al espectador. Parece una conclusión muy básica, porque realmente lo es, obviamente, todo unido a un buen guión creativo y a una excelente producción, todo funcionará. 🎖 JohnLewis",0.0,0.0,neutral,neutral,0.7278232574462891,0.23723089694976807,0.03494584560394287,0.7278232574462891,neutral,0.36391162872314453
Absolutely amazing ad. The dads finally get a shout. Thank you John Lewis.,0.30000000000000004,0.95,positive,positive,0.9845362305641174,0.9845362305641174,0.004069941584020853,0.011393822729587555,positive,0.6422681152820587
"Wow, at last a non woke advert, with a genuinely good theme. WELL DONE JOHN LEWIS!! You're restoring my faith in Britain 🎉",0.3666666666666667,0.5555555555555556,positive,positive,0.980093777179718,0.980093777179718,0.0050866384990513325,0.014819630421698093,positive,0.6733802219231924
"I’m not a dad and I don’t have one, so it took me a few watches to understand the message. I wish I had one now. :/",-0.225,0.55,negative,negative,0.8661986589431763,0.010217981413006783,0.8661986589431763,0.12358339130878448,negative,0.5455993294715882
Not DEI enough for you? Must be awful when ads aren’t tailored to your age but instead show a normal family unlike your dysfunctional one 🤷🏾,-0.2833333333333333,0.7166666666666667,negative,negative,0.7842738628387451,0.015677710995078087,0.7842738628387451,0.20004847645759583,negative,0.5338035980860392
"So reconciliation, mercy and forgiveness and togetherness are no part of your Christmas?",0.0,0.0,neutral,negative,0.5443530082702637,0.051955971866846085,0.5443530082702637,0.40369102358818054,neutral,0.27217650413513184
"With the bloke singing? That’s the new version by someone called Labrinth, not sure why they did that coz it made it sound depressing",-0.0784090909090909,0.6608585858585858,neutral,negative,0.8546860218048096,0.006337170954793692,0.8546860218048096,0.1389768123626709,negative,0.4665475563569502
"Yeah that one, it's not the one Labrinth has released, that sounds different. It's not depressing, it's supposed to bring out the memories.",0.15,0.75,positive,neutral,0.5633733868598938,0.17123693227767944,0.26538968086242676,0.5633733868598938,positive,0.3566866934299469
Thank you very much! - Wil,0.325,0.26,positive,positive,0.970147430896759,0.970147430896759,0.008313556201756,0.021538935601711273,positive,0.6475737154483795
"No it’s showing that the kid knows his dad was young once and got him something to remind him of his clubbing days but the dad is also remembering all the times hes had watching his son growing up which have been just as enjoyable. It sounds like you’re the miserable one of you cant see that, must not have had a good time when you were younger",0.059999999999999984,0.52,neutral,neutral,0.5227442979812622,0.22677642107009888,0.2504793107509613,0.5227442979812622,neutral,0.2913721489906311
​ a rubbish advert and that isn't what the intention is..but I suppose that doesn't matter when someone takes away a good perspective like you have. That can't be said for the majority of commentators,0.7,0.6000000000000001,positive,negative,0.841328501701355,0.010873829014599323,0.841328501701355,0.14779773354530334,negative,0.7706642508506775
"​ everyone is seeing it from a different perspective reflecting on their own life experiences.. its clever for that TBF.. it's actually interesting to see wat people take away from watching it as all so different. It promotes materialism/consumerism, over conversation..it literally says this in the text in the advert.. when there ha been a huge push lately to encourage men to talk more..John Lewis say hey men buy more speak less 😅",0.18888888888888888,0.6222222222222222,positive,positive,0.5214964747428894,0.5214964747428894,0.046066198498010635,0.43243736028671265,positive,0.35519268181588914
​ do find it pretty tragic that having a nice house and a family is how other men value their worth more to life than that ..a lot more 😊,0.18214285714285713,0.6035714285714285,positive,negative,0.6923856735229492,0.05428988113999367,0.6923856735229492,0.2533245086669922,positive,0.4372642653329032
"Exactly, he’s probably heard his dad mention it if he’s heard it somewhere talking to friends or on the radio and said how much he likes it so the son looked it up. Just so happens this was huge at the time and it’s given a lot of people a good feeling and that seems to have made a lot of people quite angry to see a father and son bonding over ä song, almost like they’re jealous 🤷🏾",0.21000000000000002,0.5900000000000001,positive,positive,0.7305257320404053,0.7305257320404053,0.022318275645375252,0.247156023979187,positive,0.4702628660202026
"⁠ Wow, so having a nice house and family isn’t worth much? Yeah you’re definitely not a very happy one",0.13999999999999999,0.66,positive,negative,0.9176661372184753,0.009355118498206139,0.9176661372184753,0.07297883182764053,negative,0.5288330686092376
"Except maybe the word made flesh - it's HIS day, after all...",0.0,0.0,neutral,neutral,0.6257233619689941,0.34851235151290894,0.025764282792806625,0.6257233619689941,neutral,0.31286168098449707
"Yes, we are pretty bad at that most of the time, I agree...",0.01666666666666672,0.7222222222222222,neutral,negative,0.8629675507545471,0.01472752820700407,0.8629675507545471,0.1223050057888031,negative,0.4398171087106069
That’s because it’s not aimed at kids like you who watch skibidi toilet. 🤦🏾,-0.03333333333333333,0.0,neutral,negative,0.6834335327148438,0.02242654748260975,0.6834335327148438,0.29413995146751404,neutral,0.35838343302408854
